39,77516, Bachelors, White, Male,40, United-States
47,100818, HS-grad, White, Female,40, United-States
36,162302, Some-college, White, Female,35, United-States
48,182211, HS-grad, White, Male,44, United-States
19,194205, Some-college, White, Female,40, Mexico
22,141040, HS-grad, Black, Female,35, United-States
56,346033, 9th, White, Male,40, United-States
22,177125, Some-college, White, Male,50, United-States
37,241174, Bachelors, White, Male,99, United-States
57,130532, Bachelors, White, Female,35, United-States
38,168496, Assoc-acdm, White, Male,50, United-States
34,362787, HS-grad, Black, Female,40, United-States
22,244771, 11th, Black, Female,40, United-States
38,48123, Some-college, White, Female,40, United-States
30,173858, Some-college, Asian-Pac-Islander, Male,40, South
32,207201, Bachelors, White, Male,45, United-States
29,37933, 12th, Black, Female,40, United-States
56,33323, HS-grad, White, Male,40, United-States
42,175943, Assoc-voc, White, Female,35, United-States
66,306178, 10th, White, Male,40, United-States
71,229110, HS-grad, White, Female,33, United-States
20,113511, 11th, White, Male,40, United-States
25,333677, HS-grad, White, Male,36, United-States
42,236021, HS-grad, White, Male,40, NA
20,371089, HS-grad, White, Female,40, United-States
61,115023, Some-college, White, Male,50, United-States
24,133586, Bachelors, White, Female,40, United-States
51,91137, 9th, Black, Female,40, United-States
27,105598, HS-grad, White, Male,40, United-States
41,352812, Some-college, White, Female,40, United-States
31,204829, HS-grad, White, Male,40, United-States
39,247733, HS-grad, Black, Female,16, United-States
36,370585, HS-grad, Black, Male,40, United-States
51,103257, Prof-school, White, Male,40, United-States
52,178915, HS-grad, White, Female,40, United-States
49,54260, Bachelors, White, Male,40, United-States
43,55395, Some-college, White, Male,40, United-States
45,233511, Bachelors, White, Male,60, United-States
49,318331, HS-grad, White, Male,40, United-States
19,195985, HS-grad, White, Female,40, United-States
44,38876, HS-grad, White, Male,40, United-States
67,81413, HS-grad, White, Male,40, United-States
58,172618, Prof-school, White, Male,45, United-States
36,174717, Bachelors, White, Male,40, United-States
67,224984, HS-grad, White, Female,16, Germany
61,423297, Doctorate, White, Male,40, United-States
55,88856, 7th-8th, Black, Female,40, United-States
23,169104, Assoc-acdm, Asian-Pac-Islander, Male,16, Philippines
35,39207, HS-grad, White, Male,40, United-States
35,340018, 10th, Black, Female,38, United-States
20,30796, Some-college, White, Female,10, United-States
51,155403, HS-grad, Black, Female,40, United-States
23,238092, Bachelors, White, Male,40, United-States
39,225605, HS-grad, White, Male,24, United-States
36,289148, Some-college, White, Female,40, United-States
47,339863, HS-grad, White, Male,45, United-States
27,178778, Bachelors, White, Male,80, United-States
29,568490, HS-grad, White, Male,40, United-States
21,129345, Some-college, White, Male,40, United-States
18,447882, Some-college, White, Female,20, United-States
24,314165, Some-college, White, Male,20, United-States
39,382859, HS-grad, White, Male,40, United-States
51,82504, Some-college, White, Male,40, United-States
47,149700, Bachelors, White, Male,40, United-States
62,209844, Some-college, White, Female,30, United-States
49,62546, Bachelors, White, Male,40, United-States
20,228686, 11th, White, Male,40, United-States
24,326587, Some-college, White, Male,40, United-States
25,202091, HS-grad, White, Female,40, United-States
54,310774, Bachelors, White, Male,40, United-States
25,450246, HS-grad, White, Male,40, United-States
20,84375, HS-grad, White, Female,45, United-States
43,142444, Some-college, White, Female,55, United-States
26,82246, Bachelors, White, Male,38, United-States
24,192766, HS-grad, White, Male,40, United-States
18,53109, 11th, Amer-Indian-Eskimo, Male,20, United-States
45,121836, Some-college, White, Female,40, NA
45,298130, HS-grad, White, Male,25, United-States
26,135645, Bachelors, White, Male,40, United-States
47,265275, Some-college, White, Male,40, United-States
54,410114, HS-grad, White, Male,40, United-States
21,232719, HS-grad, Black, Male,40, United-States
29,167716, HS-grad, White, Female,99, United-States
68,107627, Some-college, White, Male,15, United-States
21,129674, Some-college, Black, Male,48, Mexico
28,114053, Some-college, White, Male,30, United-States
46,202560, HS-grad, White, Female,40, United-States
35,219902, HS-grad, Black, Female,48, United-States
50,192654, 10th, White, Male,25, United-States
48,238966, Some-college, White, Male,40, United-States
17,112942, 10th, White, Male,40, United-States
59,153484, Bachelors, White, Male,50, United-States
23,161874, Some-college, Black, Male,40, United-States
53,260106, HS-grad, White, Female,30, United-States
50,240374, Masters, White, Male,40, United-States
32,251612, 5th-6th, White, Female,45, Mexico
53,223696, 12th, Other, Male,56, Dominican-Republic
52,176134, HS-grad, Black, Male,48, United-States
38,186959, Bachelors, White, Male,50, United-States
43,456236, Masters, White, Male,50, United-States
35,98948, Bachelors, White, Female,32, United-States
41,166662, Prof-school, White, Male,50, United-States
22,448626, Some-college, White, Male,40, United-States
39,167482, HS-grad, White, Male,60, United-States
45,189792, Masters, White, Male,40, United-States
31,399052, 9th, White, Female,42, United-States
40,104196, Bachelors, White, Male,40, United-States
47,152752, 5th-6th, White, Male,20, United-States
53,268545, HS-grad, Black, Male,40, Jamaica
53,148532, Bachelors, White, Male,60, United-States
33,281784, Bachelors, Black, Male,52, United-States
24,225724, Bachelors, White, Female,20, United-States
34,200192, Some-college, White, Female,40, United-States
46,170850, HS-grad, White, Male,50, United-States
29,224858, Some-college, White, Male,60, United-States
61,159908, 11th, White, Female,32, United-States
31,115488, HS-grad, White, Male,40, United-States
29,1268339, HS-grad, Black, Male,40, United-States
42,195755, HS-grad, White, Male,40, United-States
50,186272, Some-college, White, Male,40, United-States
34,181388, HS-grad, White, Female,40, United-States
39,177181, 7th-8th, White, Male,40, United-States
74,91488, 1st-4th, Black, Male,20, United-States
40,230961, Some-college, White, Male,40, United-States
75,309955, Prof-school, White, Male,50, United-States
40,63042, Bachelors, White, Female,40, United-States
36,29814, 11th, White, Male,40, United-States
61,116230, Bachelors, White, Male,40, United-States
42,167678, 11th, White, Male,22, Ecuador
28,191088, Bachelors, White, Female,40, United-States
19,63814, Some-college, White, Female,18, United-States
36,285865, Assoc-acdm, Black, Female,32, United-States
33,160776, Assoc-voc, White, Female,40, France
50,299831, Some-college, White, Female,40, United-States
47,162741, Assoc-acdm, Black, Female,40, United-States
48,204990, HS-grad, Black, Female,33, Jamaica
60,171315, HS-grad, White, Male,40, United-States
30,296462, Masters, Black, Male,30, United-States
32,103860, Bachelors, White, Male,50, United-States
45,159816, Masters, White, Female,35, United-States
51,96586, Some-college, White, Male,40, United-States
53,202720, 9th, Black, Male,75, Haiti
34,202822, Masters, Black, Female,40, NA
48,379883, Masters, White, Male,40, Mexico
68,123464, HS-grad, White, Male,45, United-States
32,294121, Assoc-acdm, White, Female,50, United-States
63,179981, HS-grad, White, Male,4, United-States
31,234387, HS-grad, Black, Female,40, United-States
58,154537, Bachelors, White, Female,20, United-States
32,125856, Assoc-acdm, White, Male,60, United-States
32,156015, Bachelors, White, Male,40, United-States
40,116632, Bachelors, White, Male,80, United-States
50,124963, Bachelors, White, Male,55, United-States
38,115215, 10th, White, Male,40, United-States
30,254905, HS-grad, White, Male,40, United-States
21,195532, HS-grad, White, Female,40, United-States
28,190067, Bachelors, White, Female,40, United-States
63,181828, HS-grad, White, Male,48, NA
32,203674, Assoc-acdm, White, Female,36, United-States
25,322585, HS-grad, White, Male,45, United-States
59,246262, Some-college, White, Male,40, United-States
22,211129, Assoc-voc, White, Female,10, NA
49,139268, Some-college, White, Male,40, United-States
36,188540, Bachelors, White, Male,40, United-States
31,251167, HS-grad, White, Female,30, Mexico
46,94809, Some-college, White, Female,30, United-States
37,265038, Prof-school, White, Male,60, United-States
48,182566, Bachelors, Black, Male,40, United-States
43,220109, Some-college, White, Male,44, United-States
41,208470, HS-grad, White, Male,40, United-States
54,28683, HS-grad, White, Male,40, United-States
36,233571, Some-college, White, Female,4, United-States
29,24562, Bachelors, Other, Female,40, United-States
66,36364, HS-grad, White, Male,40, United-States
59,168569, Prof-school, White, Male,50, United-States
62,167098, Bachelors, White, Male,40, United-States
29,271579, 10th, White, Male,40, Mexico
28,191355, Bachelors, White, Male,45, United-States
27,31659, Bachelors, White, Male,60, United-States
42,83411, HS-grad, White, Male,40, United-States
60,40856, Assoc-voc, White, Male,46, United-States
58,115605, Masters, White, Male,50, United-States
27,132326, Some-college, White, Male,40, United-States
45,220213, HS-grad, White, Female,40, United-States
50,172511, Some-college, White, Male,40, United-States
43,156745, Some-college, Black, Male,40, United-States
39,218916, Prof-school, White, Male,50, United-States
21,306114, Some-college, White, Male,20, United-States
24,196675, HS-grad, Black, Male,70, United-States
59,73411, Prof-school, White, Male,30, United-States
36,184659, HS-grad, White, Male,40, United-States
72,75890, Some-college, Asian-Pac-Islander, Female,4, United-States
35,320451, Masters, Asian-Pac-Islander, Male,65, Hong
33,172498, Some-college, White, Male,40, United-States
30,131588, HS-grad, Black, Female,45, United-States
40,124520, Assoc-voc, White, Male,50, United-States
26,93806, Some-college, White, Male,55, United-States
37,173192, Assoc-voc, Black, Male,40, United-States
68,198554, Some-college, White, Female,20, United-States
45,26502, Bachelors, White, Male,72, United-States
56,225267, HS-grad, White, Male,40, United-States
36,150042, HS-grad, White, Female,40, United-States
50,211319, Bachelors, White, Male,50, United-States
38,208358, Assoc-voc, White, Male,40, United-States
29,58115, Bachelors, White, Male,41, United-States
28,219267, HS-grad, White, Female,28, United-States
39,129573, Some-college, White, Male,50, United-States
26,27834, Bachelors, White, Male,40, United-States
52,415037, Some-college, White, Male,65, United-States
52,191529, Bachelors, White, Male,40, United-States
84,132806, HS-grad, White, Female,13, United-States
33,137059, Some-college, White, Female,10, United-States
46,102308, Prof-school, White, Male,50, United-States
30,164309, HS-grad, White, Female,35, United-States
38,40955, Bachelors, White, Male,40, England
66,141085, HS-grad, White, Female,8, United-States
62,258124, Masters, White, Male,40, Italy
31,467579, Bachelors, Black, Male,40, United-States
31,145139, Bachelors, White, Male,40, United-States
39,231141, HS-grad, White, Male,40, United-States
60,146674, HS-grad, Black, Male,50, NA
27,242207, Bachelors, White, Female,40, United-States
37,102541, Assoc-voc, Amer-Indian-Eskimo, Female,40, United-States
38,135416, Some-college, White, Female,40, United-States
25,267284, HS-grad, White, Male,40, United-States
48,130812, HS-grad, White, Female,40, United-States
42,183765, Bachelors, White, Male,50, NA
45,188823, Masters, White, Male,50, United-States
22,200593, Some-college, White, Male,40, United-States
50,124094, HS-grad, White, Male,40, Poland
21,50411, HS-grad, White, Male,40, United-States
44,101689, Some-college, White, Female,40, United-States
60,73091, HS-grad, Black, Male,50, United-States
21,107801, Some-college, White, Female,6, United-States
51,176969, HS-grad, White, Male,48, United-States
30,342709, HS-grad, White, Male,40, United-States
46,368561, Assoc-acdm, White, Male,40, United-States
43,26915, Assoc-voc, White, Male,45, United-States
57,157974, HS-grad, Black, Male,48, United-States
48,109832, Masters, White, Male,40, United-States
39,116358, Bachelors, Asian-Pac-Islander, Male,40, NA
68,195881, HS-grad, White, Male,40, United-States
33,183000, Some-college, White, Male,24, United-States
22,302347, HS-grad, White, Male,40, United-States
18,151463, 11th, White, Male,7, United-States
28,217200, HS-grad, White, Male,50, United-States
